year,type,public_body_name,program_name,activity_name,sub_program_name,project_name,text,treasury,retained,assistance,loan,total
2015,recurrent,Construction Management Institute,Construction Management Training and Study,Conducting Studies on Construction Industry ,None,Digital Television Broadcasting,Construction Management Institute Construction Management Training and Study Conducting Studies on Construction Industry  None Digital Television Broadcasting,3712000,0,,,3712000
2015,recurrent,Construction Management Institute,Construction Management Training and Study,Identifying and Transferring Construction Inputs and Technologies,None,Digital Television Broadcasting,Construction Management Institute Construction Management Training and Study Identifying and Transferring Construction Inputs and Technologies None Digital Television Broadcasting,6513000,0,,,6513000
2015,recurrent,Construction Management Institute,"Improvement of Construction Project Management, Organization and System ","Deliver CPM Advisory and consultancy Services for Construction Projects 
 with Market Gaps",None,Digital Television Broadcasting,"Construction Management Institute Improvement of Construction Project Management, Organization and System  Deliver CPM Advisory and consultancy Services for Construction Projects 
 with Market Gaps None Digital Television Broadcasting",2674000,0,,,2674000
2015,recurrent,Construction Management Institute,"Improvement of Construction Project Management, Organization and System ",Providing Monitoring and Support for Excellence ,None,Digital Television Broadcasting,"Construction Management Institute Improvement of Construction Project Management, Organization and System  Providing Monitoring and Support for Excellence  None Digital Television Broadcasting",1973000,0,,,1973000
2015,recurrent,Construction Management Institute,"Improvement of Construction Project Management, Organization and System ",Concetruction management system improvment and implemantation,None,Digital Television Broadcasting,"Construction Management Institute Improvement of Construction Project Management, Organization and System  Concetruction management system improvment and implemantation None Digital Television Broadcasting",2030000,0,,,2030000
2015,recurrent,Ministry of Education ,Managment and Administration,Providing Support and Service,None,Digital Television Broadcasting,Ministry of Education  Managment and Administration Providing Support and Service None Digital Television Broadcasting,156631910,0,,,156631910
2015,recurrent,Ministry of Education ,General Education Development,Curriculum Development,None,Digital Television Broadcasting,Ministry of Education  General Education Development Curriculum Development None Digital Television Broadcasting,22053240,0,,,22053240
2015,recurrent,Ministry of Education ,General Education Development,Teachers and Educational Leaders Develpment and Administration,None,Digital Television Broadcasting,Ministry of Education  General Education Development Teachers and Educational Leaders Develpment and Administration None Digital Television Broadcasting,14751100,0,,,14751100
2015,recurrent,Ministry of Education ,General Education Development,Educational Programmes and Quality Improoment,None,Digital Television Broadcasting,Ministry of Education  General Education Development Educational Programmes and Quality Improoment None Digital Television Broadcasting,12070030,0,,,12070030
2015,recurrent,Ministry of Education ,General Education Development,Adult and Non-formal Education,None,Digital Television Broadcasting,Ministry of Education  General Education Development Adult and Non-formal Education None Digital Television Broadcasting,4916930,0,,,4916930
2015,recurrent,Ministry of Education ,Higher Education Deveopment,Academic Issues,None,Digital Television Broadcasting,Ministry of Education  Higher Education Deveopment Academic Issues None Digital Television Broadcasting,17859590,0,,,17859590
2015,recurrent,Ministry of Education ,Higher Education Deveopment,"Exam Preparation, Correction, Compilation and Placement",None,Digital Television Broadcasting,"Ministry of Education  Higher Education Deveopment Exam Preparation, Correction, Compilation and Placement None Digital Television Broadcasting",13947950,0,,,13947950
2015,recurrent,Ministry of Education ,Higher Education Deveopment,National Accreditation and Research,None,Digital Television Broadcasting,Ministry of Education  Higher Education Deveopment National Accreditation and Research None Digital Television Broadcasting,17811900,0,,,17811900
2015,recurrent,Ministry of Education ,Higher Education Deveopment,Capacity Building ,None,Digital Television Broadcasting,Ministry of Education  Higher Education Deveopment Capacity Building  None Digital Television Broadcasting,7156900,0,,,7156900
2015,recurrent,Addis Ababa University,Management and Administration  ,Providing Suport and Service,None,Digital Television Broadcasting,Addis Ababa University Management and Administration   Providing Suport and Service None Digital Television Broadcasting,470531820,84300000,,,554831820
2015,recurrent,Addis Ababa University,Teaching and Learning,Providing Learning and Teaching Service,None,Digital Television Broadcasting,Addis Ababa University Teaching and Learning Providing Learning and Teaching Service None Digital Television Broadcasting,720685000,175049000,,,895734000
2015,recurrent,Addis Ababa University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Addis Ababa University Teaching and Learning Providing Student Service None Digital Television Broadcasting,121173580,0,,,121173580
2015,recurrent,Addis Ababa University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Addis Ababa University Research and Development Conducting Research and Development None Digital Television Broadcasting,61073930,3023930,,,64097860
2015,recurrent,Addis Ababa University,Research and Development,Transferring Technologies to the Community,None,Digital Television Broadcasting,Addis Ababa University Research and Development Transferring Technologies to the Community None Digital Television Broadcasting,4100000,670000,,,4770000
2015,recurrent,Addis Ababa University,Research and Development,Creating University-Industry Relation,None,Digital Television Broadcasting,Addis Ababa University Research and Development Creating University-Industry Relation None Digital Television Broadcasting,6054290,1196490,,,7250780
2015,recurrent,Addis Ababa University,Consultancy and Community Service ,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Addis Ababa University Consultancy and Community Service  Providing Training and Consultancy Service None Digital Television Broadcasting,7622360,3382360,,,11004720
2015,recurrent,Addis Ababa University,Consultancy and Community Service ,Providing Medical Service,None,Digital Television Broadcasting,Addis Ababa University Consultancy and Community Service  Providing Medical Service None Digital Television Broadcasting,290101760,33399120,,,323500880
2015,recurrent,Haramaya University,Management and Administration  ,Providing Suport and Service,None,Digital Television Broadcasting,Haramaya University Management and Administration   Providing Suport and Service None Digital Television Broadcasting,404812340,21013000,,,425825340
2015,recurrent,Haramaya University,Teaching and Learning,Providing Learning and Teaching Service,None,Digital Television Broadcasting,Haramaya University Teaching and Learning Providing Learning and Teaching Service None Digital Television Broadcasting,640838100,0,,,640838100
2015,recurrent,Haramaya University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Haramaya University Teaching and Learning Providing Student Service None Digital Television Broadcasting,16089600,0,,,16089600
2015,recurrent,Haramaya University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Haramaya University Research and Development Conducting Research and Development None Digital Television Broadcasting,5e+07,0,,,5e+07
2015,recurrent,Haramaya University,Consultancy and Community Service,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Haramaya University Consultancy and Community Service Providing Training and Consultancy Service None Digital Television Broadcasting,30002260,0,,,30002260
2015,recurrent,Haramaya University,Consultancy and Community Service,Providing Medical Service,None,Digital Television Broadcasting,Haramaya University Consultancy and Community Service Providing Medical Service None Digital Television Broadcasting,1.3e+08,0,,,1.3e+08
2015,recurrent,Bahir Dar University,Management and Administration  ,Providing Support and Service,None,Digital Television Broadcasting,Bahir Dar University Management and Administration   Providing Support and Service None Digital Television Broadcasting,471300900,6169000,,,477469900
2015,recurrent,Bahir Dar University,Teaching and Learning,Provding Learrning & Teaching Service,None,Digital Television Broadcasting,Bahir Dar University Teaching and Learning Provding Learrning & Teaching Service None Digital Television Broadcasting,766679000,2e+07,,,786679000
2015,recurrent,Bahir Dar University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Bahir Dar University Teaching and Learning Providing Student Service None Digital Television Broadcasting,1.05e+08,0,,,1.05e+08
2015,recurrent,Bahir Dar University,Research and Development,Conducting Study and Research,None,Digital Television Broadcasting,Bahir Dar University Research and Development Conducting Study and Research None Digital Television Broadcasting,7.5e+07,0,,,7.5e+07
2015,recurrent,Bahir Dar University,Consultancy and Community Service,Providing Training and Consultation Service,None,Digital Television Broadcasting,Bahir Dar University Consultancy and Community Service Providing Training and Consultation Service None Digital Television Broadcasting,3.2e+07,0,,,3.2e+07
2015,recurrent,Bahir Dar University,Consultancy and Community Service,Transfering Knowledge and Technology,None,Digital Television Broadcasting,Bahir Dar University Consultancy and Community Service Transfering Knowledge and Technology None Digital Television Broadcasting,3e+06,0,,,3e+06
2015,recurrent,Bahir Dar University,Consultancy and Community Service,Providing Medical Service ,None,Digital Television Broadcasting,Bahir Dar University Consultancy and Community Service Providing Medical Service  None Digital Television Broadcasting,1.7e+08,3e+07,,,2e+08
2015,recurrent,Mekele University,Management and Administration  ,Providing Support and Serivce,None,Digital Television Broadcasting,Mekele University Management and Administration   Providing Support and Serivce None Digital Television Broadcasting,217231100,8e+06,,,225231100
2015,recurrent,Mekele University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Mekele University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,59169200,8328000,,,67497200
2015,recurrent,Mekele University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Mekele University Teaching and Learning Providing Student Service None Digital Television Broadcasting,341463600,36944000,,,378407600
2015,recurrent,Mekele University,Research and Development,Conducting Research and Study,None,Digital Television Broadcasting,Mekele University Research and Development Conducting Research and Study None Digital Television Broadcasting,6.2e+07,0,,,6.2e+07
2015,recurrent,Mekele University,Consultancy and Community Service,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Mekele University Consultancy and Community Service Providing Training and Consultancy Service None Digital Television Broadcasting,19168000,0,,,19168000
2015,recurrent,Mekele University,Consultancy and Community Service,Providing Health Service,None,Digital Television Broadcasting,Mekele University Consultancy and Community Service Providing Health Service None Digital Television Broadcasting,97708300,21935000,,,119643300
2015,recurrent,Hawassa University,Management and Administration  ,Providing Suport and Service,None,Digital Television Broadcasting,Hawassa University Management and Administration   Providing Suport and Service None Digital Television Broadcasting,408998980,41001020,,,4.5e+08
2015,recurrent,Hawassa University,Teaching and Learning,Providing Learning and Teaching Service,None,Digital Television Broadcasting,Hawassa University Teaching and Learning Providing Learning and Teaching Service None Digital Television Broadcasting,536543920,0,,,536543920
2015,recurrent,Hawassa University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Hawassa University Teaching and Learning Providing Student Service None Digital Television Broadcasting,1.5e+08,0,,,1.5e+08
2015,recurrent,Hawassa University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Hawassa University Research and Development Conducting Research and Development None Digital Television Broadcasting,34524180,0,,,34524180
2015,recurrent,Hawassa University,Research and Development,Printing and Distributing of Research and Development Results,None,Digital Television Broadcasting,Hawassa University Research and Development Printing and Distributing of Research and Development Results None Digital Television Broadcasting,3876970,0,,,3876970
2015,recurrent,Hawassa University,Consultancy and Community Service,Providing Medical Service,None,Digital Television Broadcasting,Hawassa University Consultancy and Community Service Providing Medical Service None Digital Television Broadcasting,170432950,0,,,170432950
2015,recurrent,Hawassa University,Consultancy and Community Service,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Hawassa University Consultancy and Community Service Providing Training and Consultancy Service None Digital Television Broadcasting,10491480,0,,,10491480
2015,recurrent,Jimma University,Management and Administration  ,Providing Support and Service,None,Digital Television Broadcasting,Jimma University Management and Administration   Providing Support and Service None Digital Television Broadcasting,334292920,3731750,,,338024670
2015,recurrent,Jimma University,Teaching and Learning,Providing Learning and Teaching Services,None,Digital Television Broadcasting,Jimma University Teaching and Learning Providing Learning and Teaching Services None Digital Television Broadcasting,649094140,4987200,,,654081340
2015,recurrent,Jimma University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Jimma University Teaching and Learning Providing Student Service None Digital Television Broadcasting,146559900,0,,,146559900
2015,recurrent,Jimma University,Research and Development,Conducting Reseach and Study,None,Digital Television Broadcasting,Jimma University Research and Development Conducting Reseach and Study None Digital Television Broadcasting,54370000,0,,,54370000
2015,recurrent,Jimma University,Research and Development,Published Research Findings,None,Digital Television Broadcasting,Jimma University Research and Development Published Research Findings None Digital Television Broadcasting,1300000,0,,,1300000
2015,recurrent,Jimma University,Research and Development,Dissiminated Research Findings,None,Digital Television Broadcasting,Jimma University Research and Development Dissiminated Research Findings None Digital Television Broadcasting,8620000,0,,,8620000
2015,recurrent,Jimma University,Consultancy and Community Service,Providing Training and Consultation Services,None,Digital Television Broadcasting,Jimma University Consultancy and Community Service Providing Training and Consultation Services None Digital Television Broadcasting,6200000,0,,,6200000
2015,recurrent,Jimma University,Consultancy and Community Service,Providing Medical Service,None,Digital Television Broadcasting,Jimma University Consultancy and Community Service Providing Medical Service None Digital Television Broadcasting,228690140,15806050,,,244496190
2015,recurrent,Civil Service University,Managment and Administration,Providing Support and Service,None,Digital Television Broadcasting,Civil Service University Managment and Administration Providing Support and Service None Digital Television Broadcasting,87753720,13190100,,,100943820
2015,recurrent,Civil Service University,Learning and Teaching,Providing Learning and Teaching Service,None,Digital Television Broadcasting,Civil Service University Learning and Teaching Providing Learning and Teaching Service None Digital Television Broadcasting,114331300,44093300,,,158424600
2015,recurrent,Civil Service University,Study and Research Program,Conducting Research and Development,None,Digital Television Broadcasting,Civil Service University Study and Research Program Conducting Research and Development None Digital Television Broadcasting,9752700,0,,,9752700
2015,recurrent,Civil Service University,Study and Research Program,Providing Consultancy Service,None,Digital Television Broadcasting,Civil Service University Study and Research Program Providing Consultancy Service None Digital Television Broadcasting,11298300,0,,,11298300
2015,recurrent,Civil Service University,Community Consultancy Service Program,Providing Training Service,None,Digital Television Broadcasting,Civil Service University Community Consultancy Service Program Providing Training Service None Digital Television Broadcasting,31039400,1462600,,,32502000
2015,recurrent,Civil Service University,Community Consultancy Service Program,Providing Consultancy Service,None,Digital Television Broadcasting,Civil Service University Community Consultancy Service Program Providing Consultancy Service None Digital Television Broadcasting,6344700,60000,,,6404700
2015,recurrent,Technical and Vocational Training Institute,Management and Adminstration,Providing Support and Service,None,Digital Television Broadcasting,Technical and Vocational Training Institute Management and Adminstration Providing Support and Service None Digital Television Broadcasting,39590400,0,,,39590400
2015,recurrent,Technical and Vocational Training Institute,Learning and Teaching ,Providing Learning and Teaching Services,None,Digital Television Broadcasting,Technical and Vocational Training Institute Learning and Teaching  Providing Learning and Teaching Services None Digital Television Broadcasting,100876300,3e+07,,,130876300
2015,recurrent,Technical and Vocational Training Institute,Study and Research,Conducting Study and Research ,None,Digital Television Broadcasting,Technical and Vocational Training Institute Study and Research Conducting Study and Research  None Digital Television Broadcasting,38219300,0,,,38219300
2015,recurrent,Educational Assessment and Examiniation Service,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Educational Assessment and Examiniation Service Management and Administration Providing Support and Service None Digital Television Broadcasting,67975330,0,,,67975330
2015,recurrent,Educational Assessment and Examiniation Service,National Educational Accreditation Study,Undertaking Educational Intake Study,None,Digital Television Broadcasting,Educational Assessment and Examiniation Service National Educational Accreditation Study Undertaking Educational Intake Study None Digital Television Broadcasting,8150000,0,,,8150000
2015,recurrent,Educational Assessment and Examiniation Service,"Examination Preparation, Result Correction, Compilation and Student Placement",Preparing and Delivering Exams,None,Digital Television Broadcasting,"Educational Assessment and Examiniation Service Examination Preparation, Result Correction, Compilation and Student Placement Preparing and Delivering Exams None Digital Television Broadcasting",827397010,0,,,827397010
2015,recurrent,Educational Assessment and Examiniation Service,"Examination Preparation, Result Correction, Compilation and Student Placement","Education Data Documentation, Recertification and Authentication",None,Digital Television Broadcasting,"Educational Assessment and Examiniation Service Examination Preparation, Result Correction, Compilation and Student Placement Education Data Documentation, Recertification and Authentication None Digital Television Broadcasting",16622850,0,,,16622850
2015,recurrent,Educational Assessment and Examiniation Service,"Examination Preparation, Result Correction, Compilation and Student Placement",Consolidating Exam Result,None,Digital Television Broadcasting,"Educational Assessment and Examiniation Service Examination Preparation, Result Correction, Compilation and Student Placement Consolidating Exam Result None Digital Television Broadcasting",99854810,0,,,99854810
2015,recurrent,Gambella University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Gambella University Management and Administration Providing Support and Service None Digital Television Broadcasting,44510350,6214060,,,50724410
2015,recurrent,Gambella University,Learning and Teaching,Providing Learning & Teaching services,None,Digital Television Broadcasting,Gambella University Learning and Teaching Providing Learning & Teaching services None Digital Television Broadcasting,121877760,4113950,,,125991710
2015,recurrent,Gambella University,Learning and Teaching,Providing Student Service ,None,Digital Television Broadcasting,Gambella University Learning and Teaching Providing Student Service  None Digital Television Broadcasting,34721800,333970,,,35055770
2015,recurrent,Gambella University,Study and Research ,Conducting Research and Development,None,Digital Television Broadcasting,Gambella University Study and Research  Conducting Research and Development None Digital Television Broadcasting,5590000,0,,,5590000
2015,recurrent,Gambella University,Community Consultancy Service,Providing Short Term Trainings ,None,Digital Television Broadcasting,Gambella University Community Consultancy Service Providing Short Term Trainings  None Digital Television Broadcasting,2205420,0,,,2205420
2015,recurrent,Gambella University,Community Consultancy Service,Transferring Technologies to the Comunity ,None,Digital Television Broadcasting,Gambella University Community Consultancy Service Transferring Technologies to the Comunity  None Digital Television Broadcasting,1369240,0,,,1369240
2015,recurrent,Borena University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Borena University Management and Administration Providing Support and Service None Digital Television Broadcasting,74903900,0,,,74903900
2015,recurrent,Borena University,Learning and Teaching,Provide Learning and Teaching Services,None,Digital Television Broadcasting,Borena University Learning and Teaching Provide Learning and Teaching Services None Digital Television Broadcasting,55551400,0,,,55551400
2015,recurrent,Borena University,Learning and Teaching,Providing Student Services,None,Digital Television Broadcasting,Borena University Learning and Teaching Providing Student Services None Digital Television Broadcasting,16900000,0,,,16900000
2015,recurrent,Borena University,Study and Research,Conducting Research and Study,None,Digital Television Broadcasting,Borena University Study and Research Conducting Research and Study None Digital Television Broadcasting,7500000,0,,,7500000
2015,recurrent,Borena University,Community Service,Community service delivery,None,Digital Television Broadcasting,Borena University Community Service Community service delivery None Digital Television Broadcasting,1.1e+07,0,,,1.1e+07
2015,recurrent,Arsi University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Arsi University Management and Administration Providing Support and Service None Digital Television Broadcasting,202808750,17200000,,,220008750
2015,recurrent,Arsi University,Learning and Teaching,Providing Learning & Teaching Services ,None,Digital Television Broadcasting,Arsi University Learning and Teaching Providing Learning & Teaching Services  None Digital Television Broadcasting,241638000,32800000,,,274438000
2015,recurrent,Arsi University,Learning and Teaching,Providing Student Service ,None,Digital Television Broadcasting,Arsi University Learning and Teaching Providing Student Service  None Digital Television Broadcasting,56100000,0,,,56100000
2015,recurrent,Arsi University,Study and Research ,Conducting Research & Development,None,Digital Television Broadcasting,Arsi University Study and Research  Conducting Research & Development None Digital Television Broadcasting,2e+07,0,,,2e+07
2015,recurrent,Arsi University,Community Service,Providing Training and Counseling Services,None,Digital Television Broadcasting,Arsi University Community Service Providing Training and Counseling Services None Digital Television Broadcasting,1.2e+07,0,,,1.2e+07
2015,recurrent,Selale University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Selale University Management and Administration Providing Support and Service None Digital Television Broadcasting,134061800,660000,,,134721800
2015,recurrent,Selale University,Teaching and Learning,Provide Learning & Teaching Service,None,Digital Television Broadcasting,Selale University Teaching and Learning Provide Learning & Teaching Service None Digital Television Broadcasting,217337900,0,,,217337900
2015,recurrent,Selale University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Selale University Teaching and Learning Providing Student Service None Digital Television Broadcasting,49822500,0,,,49822500
2015,recurrent,Selale University,Research and Development,Conducting Research and Study,None,Digital Television Broadcasting,Selale University Research and Development Conducting Research and Study None Digital Television Broadcasting,19447500,0,,,19447500
2015,recurrent,Selale University,Community Service,Consultation and Community Service Provision,None,Digital Television Broadcasting,Selale University Community Service Consultation and Community Service Provision None Digital Television Broadcasting,11022500,0,,,11022500
2015,recurrent,Selale University,Community Service,Providing Medical Service,None,Digital Television Broadcasting,Selale University Community Service Providing Medical Service None Digital Television Broadcasting,56653300,1e+07,,,66653300
2015,recurrent,Oda Bultum University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Oda Bultum University Management and Administration Providing Support and Service None Digital Television Broadcasting,164327820,8170000,,,172497820
2015,recurrent,Oda Bultum University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Oda Bultum University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,174070000,7550000,,,181620000
2015,recurrent,Oda Bultum University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Oda Bultum University Teaching and Learning Providing Student Service None Digital Television Broadcasting,41966300,0,,,41966300
2015,recurrent,Oda Bultum University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Oda Bultum University Research and Development Conducting Research and Development None Digital Television Broadcasting,50052700,0,,,50052700
2015,recurrent,Oda Bultum University,Consultancy and Community Service,Providing Consultancy and Community Service ,None,Digital Television Broadcasting,Oda Bultum University Consultancy and Community Service Providing Consultancy and Community Service  None Digital Television Broadcasting,15885100,0,,,15885100
2015,recurrent,Dembi Dolo University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Dembi Dolo University Management and Administration Providing Support and Service None Digital Television Broadcasting,100498800,0,,,100498800
2015,recurrent,Dembi Dolo University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Dembi Dolo University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,187674700,0,,,187674700
2015,recurrent,Dembi Dolo University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Dembi Dolo University Teaching and Learning Providing Student Service None Digital Television Broadcasting,1.25e+08,0,,,1.25e+08
2015,recurrent,Dembi Dolo University,Research and Development,Research and Study,None,Digital Television Broadcasting,Dembi Dolo University Research and Development Research and Study None Digital Television Broadcasting,12193000,0,,,12193000
2015,recurrent,Dembi Dolo University, Consultancy and Community Service,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Dembi Dolo University  Consultancy and Community Service Providing Training and Consultancy Service None Digital Television Broadcasting,32426200,0,,,32426200
2015,recurrent,Kebridehar University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Kebridehar University Management and Administration Providing Support and Service None Digital Television Broadcasting,210939000,0,,,210939000
2015,recurrent,Kebridehar University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Kebridehar University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,163037400,0,,,163037400
2015,recurrent,Kebridehar University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Kebridehar University Teaching and Learning Providing Student Service None Digital Television Broadcasting,38500000,0,,,38500000
2015,recurrent,Kebridehar University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Kebridehar University Research and Development Conducting Research and Development None Digital Television Broadcasting,23504100,0,,,23504100
2015,recurrent,Kebridehar University,Consultancy and Community Service ,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Kebridehar University Consultancy and Community Service  Providing Training and Consultancy Service None Digital Television Broadcasting,14102500,0,,,14102500
2015,recurrent,Jinka University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Jinka University Management and Administration Providing Support and Service None Digital Television Broadcasting,141225700,0,,,141225700
2015,recurrent,Jinka University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Jinka University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,168268500,0,,,168268500
2015,recurrent,Jinka University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Jinka University Teaching and Learning Providing Student Service None Digital Television Broadcasting,57500000,0,,,57500000
2015,recurrent,Jinka University,Researcha and Development,Conducting Research and Development,None,Digital Television Broadcasting,Jinka University Researcha and Development Conducting Research and Development None Digital Television Broadcasting,29733900,0,,,29733900
2015,recurrent,Jinka University,Consultancy and Community Service ,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Jinka University Consultancy and Community Service  Providing Training and Consultancy Service None Digital Television Broadcasting,39946500,0,,,39946500
2015,recurrent,Kotebe University of Education,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Kotebe University of Education Management and Administration Providing Support and Service None Digital Television Broadcasting,122698077,0,,,122698077
2015,recurrent,Kotebe University of Education,Teaching and Learning,Provide Learning and Teaching Services,None,Digital Television Broadcasting,Kotebe University of Education Teaching and Learning Provide Learning and Teaching Services None Digital Television Broadcasting,165311130,0,,,165311130
2015,recurrent,Kotebe University of Education,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Kotebe University of Education Teaching and Learning Providing Student Service None Digital Television Broadcasting,19529878,0,,,19529878
2015,recurrent,Kotebe University of Education,Research and Development,Conducting Research and Study,None,Digital Television Broadcasting,Kotebe University of Education Research and Development Conducting Research and Study None Digital Television Broadcasting,1.7e+07,0,,,1.7e+07
2015,recurrent,Kotebe University of Education,Consultancy and Community Service,Providing Training and Counseling Services,None,Digital Television Broadcasting,Kotebe University of Education Consultancy and Community Service Providing Training and Counseling Services None Digital Television Broadcasting,5000700,0,,,5000700
2015,recurrent,Raya University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Raya University Management and Administration Providing Support and Service None Digital Television Broadcasting,134295000,599000,,,134894000
2015,recurrent,Raya University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Raya University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,1.3e+08,0,,,1.3e+08
2015,recurrent,Raya University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Raya University Teaching and Learning Providing Student Service None Digital Television Broadcasting,3.5e+07,0,,,3.5e+07
2015,recurrent,Raya University,Research and Development,Reearch and Study,None,Digital Television Broadcasting,Raya University Research and Development Reearch and Study None Digital Television Broadcasting,1.7e+07,0,,,1.7e+07
2015,recurrent,Raya University,Consultancy and Community Service,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Raya University Consultancy and Community Service Providing Training and Consultancy Service None Digital Television Broadcasting,2.5e+07,0,,,2.5e+07
2015,recurrent,Mekdela Amba University ,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Mekdela Amba University  Management and Administration Providing Support and Service None Digital Television Broadcasting,202466482,3695900,,,206162382
2015,recurrent,Mekdela Amba University ,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Mekdela Amba University  Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,158285700,2228000,,,160513700
2015,recurrent,Mekdela Amba University ,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Mekdela Amba University  Teaching and Learning Providing Student Service None Digital Television Broadcasting,6e+07,0,,,6e+07
2015,recurrent,Mekdela Amba University ,Research and Development,Conducting Research and Study,None,Digital Television Broadcasting,Mekdela Amba University  Research and Development Conducting Research and Study None Digital Television Broadcasting,17223600,383200,,,17606800
2015,recurrent,Mekdela Amba University ,Consultancy and Community Service ,Conducting Training and Consultancy Service ,None,Digital Television Broadcasting,Mekdela Amba University  Consultancy and Community Service  Conducting Training and Consultancy Service  None Digital Television Broadcasting,10100000,0,,,10100000
2015,recurrent,Debark University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Debark University Management and Administration Providing Support and Service None Digital Television Broadcasting,1.74e+08,0,,,1.74e+08
2015,recurrent,Debark University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Debark University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,1.89e+08,12616600,,,201616600
2015,recurrent,Debark University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Debark University Teaching and Learning Providing Student Service None Digital Television Broadcasting,46595700,0,,,46595700
2015,recurrent,Debark University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Debark University Research and Development Conducting Research and Development None Digital Television Broadcasting,7e+06,0,,,7e+06
2015,recurrent,Debark University,Consultancy and Community Service ,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Debark University Consultancy and Community Service  Providing Training and Consultancy Service None Digital Television Broadcasting,1.5e+07,0,,,1.5e+07
2015,recurrent,Injibara University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Injibara University Management and Administration Providing Support and Service None Digital Television Broadcasting,176123100,0,,,176123100
2015,recurrent,Injibara University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Injibara University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,186836000,0,,,186836000
2015,recurrent,Injibara University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Injibara University Teaching and Learning Providing Student Service None Digital Television Broadcasting,47500000,0,,,47500000
2015,recurrent,Injibara University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Injibara University Research and Development Conducting Research and Development None Digital Television Broadcasting,18908000,0,,,18908000
